Job Title,Company,Loaction,PostDate,CurrentDate,Summary,Salary,Joburl
PYTHON DJANGO DEVELOPER,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021","Contribute in all phases of the development lifecycle - troubleshoot, test and maintain the core product and database to ensure strong optimization and functionality.",,https://in.indeed.com/rc/clk?jk=f3750bc1b052c05d&fccid=f74c40d50fb54046&vjs=3
Python Developer,Emerinter,"Kochi, Kerala",30+ days ago,"June 16, 2021",Design Develop and Implement Python applications as per client requirements. It would include - Web sites - Web Applications - Progressive Web applications - Android - iOS.,,https://in.indeed.com/rc/clk?jk=015a33a38f910e08&fccid=135fd1093edd56bc&vjs=3
ASP Dot Net Core Developer,Techvantage Systems,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",Net MVC/Web API based applications. Verification of codebase and ensure the quality of code. Should have at least 2 years of experience in ASP.net MVC applications. 2 -8 years of experience in C#.,,https://in.indeed.com/rc/clk?jk=dcf82a57897f195f&fccid=4ae69ecf27c47551&vjs=3
SENIOR .NET DEVELOPER,Tech27 Systems Ltd.,"Calicut, Kerala",30+ days ago,"June 16, 2021",Should have minimum 3 years of experience in developing database driven applications. Should have good experience in windows and web based applications. Must have exposure in Big Data.,,https://in.indeed.com/rc/clk?jk=e1468bfa3e5435c2&fccid=93f2b878c8f97b3c&vjs=3
ANDROID DEVELOPER,WAHY LAB SOLUTIONS,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","Collaborate with cross-functional teams to define, design, and ship new features. Continuously discover, evaluate, and implement new technologies to maximize development efficiency.",,https://in.indeed.com/rc/clk?jk=7c7f53849473fcdd&fccid=fbea9d9e718baeb5&vjs=3
Backend Engineer - Junior,Dexlock,"Ernakulam, Kerala",30+ days ago,"June 16, 2021",Design software solutions based on business needs and requirements. Collaborate with frontend developers to integrate user-facing elements with server-side logic.,,https://in.indeed.com/rc/clk?jk=e27e720e4836cd95&fccid=d75509cbf2d007f2&vjs=3
Senior iOS developer,Experion,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",Experience in developing and supporting rapid iterations of software in an Agile context. Create a mobile application architecture based on project requirements.,,https://in.indeed.com/rc/clk?jk=1775bb0d982ec588&fccid=f2809440a4985361&vjs=3
Front End Engineer,Pienza,"Kochi, Kerala",18 days ago,"June 16, 2021",Developing new user-facing features using technologies such as ReactJS and AngularJS. Develop using test driven development for all your work. Deep understanding and experience working with JavaScript…,,https://in.indeed.com/rc/clk?jk=fa740ebdb3551413&fccid=220db6598079f07b&vjs=3
Senior Software engineer – Java,ThinkPalm Technologies,"Kochi, Kerala",30+ days ago,"June 16, 2021","Experience in developing easy to use, high performance REST based web APIs. 6-10 years of experience in working with Java, J2EE – Hibernate/ORM, JDBC, JMS etc. with Tomcat, Jetty or other popular…",,https://in.indeed.com/rc/clk?jk=862c3f1db9279602&fccid=121dbd0f35f85fab&vjs=3
Php developer,Muble Solutions Private Limited,"Ernakulam, Kerala",30+ days ago,"June 16, 2021", Experience in building OOPS and MVC framework based web applications.  Proficient experience using advanced JavaScript libraries and frameworks.  Experience in nodeJS / react is an added advantage…,,https://in.indeed.com/rc/clk?jk=ee639b7f31dbe223&fccid=630ede69efc07b28&vjs=3
Java Developer,Career Foresight Hr Solutions Llp,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","Hands on experience in designing and developing of Java based products using Spring MVC, Hibernate technology. Develop and enhance secure, highly available and scalable product using Spring MVC,…","₹5,00,000 - ₹8,00,000 a year",https://in.indeed.com/rc/clk?jk=8beb0a4a23331caf&fccid=7b4f544ab5137201&vjs=3
Senior Software Engineer-React JS,Fingent,"Kochi, Kerala",30+ days ago,"June 16, 2021",Responsible for developing new user-facing features using ReactJS. Capable to build reusable components and front-end libraries for future use. Experience with a testing framework (Jest/Enzyme) will…,,https://in.indeed.com/rc/clk?jk=cf44d62d081aa611&fccid=b67bb5442ac9dbdc&vjs=3
C# Developers,iRod Technologies,"Kochi, Kerala",30+ days ago,"June 16, 2021","NET framework, SQL Server and design/architectural patterns (e.g. Model-View-Controller (MVC)). Write clean, scalable code using . Test and deploy applications and systems.",,https://in.indeed.com/rc/clk?jk=fe9ff670385100da&fccid=92541dc66ba9daeb&vjs=3
Android Developer,Afi Infotech,"Kochi, Kerala",30+ days ago,"June 16, 2021","Collaborate with cross-functional teams to define, design, and ship new features. Design and build advanced applications for the Android platform. Proven software development experience and Android…",,https://in.indeed.com/rc/clk?jk=96fed743a7dfdedc&fccid=399e9c6513df055b&vjs=3
Senior Software Engineer- Java & FrontEnd,QuEST Global Engineering,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",Develop Web based applications using Java & Front End (ReactJS). Understand/learn architecture and design of existing enterprise applications. Experience developing desktop and web applications.,,https://in.indeed.com/rc/clk?jk=624ed0052413a244&fccid=ad3813e46e9342cd&vjs=3
Senior Software Test Engineer,BEO software,"Kochi, Kerala",30+ days ago,"June 16, 2021","Certification as an ISTQB Certified (Agile) Tester is an added advantage. Ideally, you've already worked in an agile environment with Scrum and you have programming knowledge in JavaScript and Java.",,https://in.indeed.com/rc/clk?jk=55e0120dd7acc289&fccid=583b9c2cae4cbf5a&vjs=3
Front End Developer- UI/UX,VBeyond Corporation,"Kochi, Kerala",30+ days ago,"June 16, 2021","Work experience as a web developer, UI developer, JavaScript expert or front-end engineer. Understanding of key design principles. Experience with responsive and adaptive design.","₹3,00,000 - ₹5,00,000 a year",https://in.indeed.com/rc/clk?jk=d0c6a641c5d95ef4&fccid=880f4c13656df46d&vjs=3
ASP.NET MVC Developers,Kruxsoft,"Kochi, Kerala",30+ days ago,"June 16, 2021","NET MVC, SQL Server and design/architectural patterns. Developing new modules, enhancements to existing modules, bug fixes to existing modules, performance enhancements.",,https://in.indeed.com/rc/clk?jk=25cb923377a40762&fccid=f51a97ee96c0e04d&vjs=3
AUTOSAR Software Developer,skilora,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",Must Have Experience of working on Autosar based software development. Experience: 3 - 6 years in Autosar Software Developer( Required ). Must Have Hands on experience in RTE Port configuration using…,,https://in.indeed.com/rc/clk?jk=d6901f7088cdf7c3&fccid=f74c40d50fb54046&vjs=3
Python Web Developer,skilora,"Calicut, Kerala",30+ days ago,"June 16, 2021",Integration of user-facing elements developed by front-end developers with server side logic. Integrate user-facing elements into applications. Experience: 4 - 7 years in Python Developer( Required ).,,https://in.indeed.com/rc/clk?jk=ff162f6ce5e7199f&fccid=f74c40d50fb54046&vjs=3
JQuery Developer,skilora,"Kochi, Kerala",3 days ago,"June 16, 2021","Industry Type: IT-Software, Software Services. Employment Type: Full Time, Permanent. CSS3 Core Java Django HTML HTML5 Java JavaScript jQuery Web Development Software Development Ajax Web development…",,https://in.indeed.com/rc/clk?jk=6c3da4c4aa89912f&fccid=f74c40d50fb54046&vjs=3
iOS Developer,Dexlock,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","2 to 4 years of experience in developing iOS mobile applications. A deep familiarity with Swift 3/4/5 for iOS. Ensure the performance, quality, and responsiveness of applications.",,https://in.indeed.com/rc/clk?jk=ce5457d17a80f14e&fccid=d75509cbf2d007f2&vjs=3
"Opening for Java Developer in Trivandrum, Kerala",Suvan Consultants & Technology,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",O Writing code or programs to get desired results. o Testing and validating software and networking hardware to ensure that the program works correctly under all variables and conditions.,"₹5,00,000 - ₹10,00,000 a year",https://in.indeed.com/rc/clk?jk=deac20657301abf3&fccid=ec1c143ca7d9b4b0&vjs=3
Senior Full Stack Developer – PHP/MySQL,Experion,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Location: Trivandrum/Kochi Experience: 5+ Years Requirements Must be able to code PHP from scratch. Experience with Java, Javascript, HTML5, JSP, JQuery, and CSS3 is a plus. Solid understanding…",,https://in.indeed.com/rc/clk?jk=5f9f7c88854fa53d&fccid=f2809440a4985361&vjs=3
Software Engineer – Node JS,iLeaf Solutions,"Kochi, Kerala",30+ days ago,"June 16, 2021",We are looking for smart and enthusiastic people to join our team as Node JS Developers. Skills Required 2 years of relevant experience Experience in working on medium/large web based projects…,,https://in.indeed.com/rc/clk?jk=fbc1a4fa436582e8&fccid=a620ec017aa3b86e&vjs=3
JR./SR. PHP DEVELOPER,skilora,"Kochi, Kerala",20 days ago,"June 16, 2021","We are currently looking for a PHP Developer to join our team. Role: Software Developer Industry Type: IT-Software, Software Services Functional Area: IT Software - Application Programming…",,https://in.indeed.com/rc/clk?jk=44cc76dbe6a6350c&fccid=f74c40d50fb54046&vjs=3
PHP Developer,Vimeg Square,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","PHP Developer ust be proficient in PHP, MySQL, CSS, HTML, Javascript/jQuery, AJAX, XML Should have knowledge of CodeIgniter/ WordPress/ Magento/ Joomla/ Drupal/ CakePHP/ Zend, etc Design and develop…",,https://in.indeed.com/rc/clk?jk=332056e49ca8af8e&fccid=cce16f1d1215fa21&vjs=3
Senior Android Developer,unitybees,"Ernakulam, Kerala",30+ days ago,"June 16, 2021",Job Summary Job Type: Full-time Year of Experience: 2 – 4 years We are looking for an Android Developer who possesses a passion for pushing mobile technologies to the limits. This Android app…,,https://in.indeed.com/rc/clk?jk=d668bf55db3979dd&fccid=a1f99246615152ff&vjs=3
PHP Developer Junior / Senior Job,Crafting Edge Technologies,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Experience: 0 to 5 Yrs Job Type: Full-time Job Location: Thiruvananthapuram, Kerala This opening is for web developers who have sound knowledge in PHP, MySQL, JavaScript, HTML5/CSS and other web…",,https://in.indeed.com/rc/clk?jk=7d6481b1e117107d&fccid=c1848acdb02b3bd7&vjs=3
UI Developer,iWEX INFOMATICS,"Kochi, Kerala",30+ days ago,"June 16, 2021","Wanted EXPERIENCED UI Developers for ERPNext. We are looking for a self driven, goal oriented person to join our Software Engineering Team working on ERPNext customisations. You should be an…",,https://in.indeed.com/rc/clk?jk=3b4c100ff7e50dd7&fccid=ffbdd4aae51ec697&vjs=3
Product Owner (Software Engineering),Xerox,"Kochi, Kerala",30+ days ago,"June 16, 2021","City: Cochin State/Province: Kerala Country: India Department: Design & Development Engineering Date: Thursday, April 8, 2021 Working time: Full-time Ref#: 20010944 Job Level: Individual…",,https://in.indeed.com/rc/clk?jk=404ed73f2b70380d&fccid=fd6a32f24dd4ee0d&vjs=3
Asp VB (.Net) Developer,Verbat Technologies,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",Responsibilities: Build and maintain application functionality for new and existing systems using the .Net toolset with Oracle 11g as back end. Participate in all aspects of the software development…,,https://in.indeed.com/rc/clk?jk=391a45dff7c6294f&fccid=6038409a2c8713bc&vjs=3
"REACT NATIVE DEVELOPER, 3+ EXP, TRIVANDRUM_TECHNOPARK",Mantis HR Consulting,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",Experience - 1 + years of experience in React Native. Salary: 3LPA to 6 LPA Industry: IT Role: REACT NATIVE DEVELOPER Experience: 3-8 yrs Qualification: Any Graduate Skills Required: REACT NATIVE…,"₹3,00,000 - ₹6,00,000 a year",https://in.indeed.com/rc/clk?jk=a2a6cc48fe27090c&fccid=d40a7a671145b733&vjs=3
Node JS Developer,Acodez IT Solutions,"Calicut, Kerala",30+ days ago,"June 16, 2021","Key Responsibilities: Implement Web applications using nodejs and javascript eco system Translate client requirements to application design, and document Translate client requirements to application…",,https://in.indeed.com/rc/clk?jk=6b3e34d34f88d360&fccid=828d547e935a25c5&vjs=3
Java Developer,JOBS 'n TA,"Thiruvananthapuram, Kerala",25 days ago,"June 16, 2021","from 4 to 8 year(s) of Experience ₹ 15,00,000 - 20,00,000 P.A. Trivandrum/Thiruvananthapuram Job Description Roles and Responsibilities JAVA 8 SPRING FRAMEWORK & RESTFUL API DEVELOPMENTANY CLOUD…","₹15,00,000 - ₹20,00,000 a year",https://in.indeed.com/rc/clk?jk=6156616643ec47a0&fccid=58535daec602216e&vjs=3
PHP Developer,skilora,"Calicut, Kerala",30+ days ago,"June 16, 2021","We are currently looking for a PHP Developer to join our team. Role: Software Developer Industry Type: IT-Software, Software Services Functional Area: IT Software - Application Programming…",,https://in.indeed.com/rc/clk?jk=6ac41c635e26c5e2&fccid=f74c40d50fb54046&vjs=3
Senior Software Developer,JOBS 'n TA,"Kochi, Kerala",5 days ago,"June 16, 2021","from 3 to 8 year(s) of Experience ₹ Not Disclosed by Recruiter Kochi/Cochin, Bangalore/Bengaluru, Delhi / NCR Job Description Roles and Responsibilities Proven experience with n-tier web…",,https://in.indeed.com/rc/clk?jk=db021bb7e910ce41&fccid=58535daec602216e&vjs=3
Knowledge Graph Developer,HR Devi and Associates,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Knowledge Graph Developer Thiruvananthapuram Job Description : YOUR ROLES AND RESPONSIBILITIES Ability to manipulate and analyze large scale, high-dimensionality data from varying sources…","₹25,00,000 - ₹40,00,000 a year",https://in.indeed.com/rc/clk?jk=7638f2b52324d10e&fccid=b34ea636f2b77053&vjs=3
Android Developer,VST Mobility Solutions,"H M T Colony, Kerala",30+ days ago,"June 16, 2021","Ability to design applications around natural user interfaces, such as “touch”. Strong knowledge of Android UI design principles, patterns, and best practices.",,https://in.indeed.com/rc/clk?jk=d45e517a8e9873bf&fccid=273c8ca8a7ae55aa&vjs=3
